server_resp_timef,bd_timef,cpu_usage,memory_usage
0.11477088928222656,0.008548974990844727,52.5,0.024044036865234375
0.10204815864562988,0.0008301734924316406,75.0,0.0227813720703125
0.10527205467224121,0.0006999969482421875,31.0,0.022815704345703125
0.10210895538330078,0.0006368160247802734,31.0,0.022830963134765625
0.11062002182006836,0.0009560585021972656,14.3,0.022296905517578125
0.10696792602539062,0.0010199546813964844,7.1,0.022308349609375
0.10475802421569824,0.000782012939453125,10.0,0.0223236083984375
0.10480713844299316,0.0010728836059570312,11.6,0.022327423095703125
0.1089019775390625,0.002933979034423828,20.0,0.020961761474609375
0.10479402542114258,0.0008649826049804688,14.6,0.021026611328125
0.10297107696533203,0.0016429424285888672,10.0,0.021030426025390625
0.10352611541748047,0.0007719993591308594,9.5,0.021030426025390625
0.10455489158630371,0.0007760524749755859,11.6,0.02106475830078125
0.10297107696533203,0.0007588863372802734,15.0,0.02106475830078125
0.10582208633422852,0.0007350444793701172,13.6,0.021068572998046875
0.10555791854858398,0.0011401176452636719,4.9,0.0210723876953125
0.1069800853729248,0.0009050369262695312,11.6,0.0210723876953125
0.10332298278808594,0.0009038448333740234,15.4,0.02106475830078125
0.10354781150817871,0.0011169910430908203,9.8,0.0210723876953125
0.1046750545501709,0.0007500648498535156,12.5,0.0210723876953125
0.10466885566711426,0.0010790824890136719,34.9,0.0209197998046875
0.10581707954406738,0.0015010833740234375,19.0,0.02093505859375
0.10679507255554199,0.0008549690246582031,14.6,0.0209503173828125
0.10469412803649902,0.0008199214935302734,9.8,0.02095794677734375
0.10180306434631348,0.0006289482116699219,17.1,0.020965576171875
0.10399603843688965,0.0010879039764404297,30.0,0.02097320556640625
0.10254812240600586,0.0007698535919189453,24.4,0.02097320556640625
0.10500001907348633,0.0011050701141357422,16.7,0.020969390869140625
0.10587191581726074,0.0012309551239013672,16.3,0.02098846435546875
0.10213208198547363,0.0007519721984863281,23.8,0.02100372314453125
0.10287809371948242,0.0012669563293457031,17.1,0.020999908447265625
0.10733199119567871,0.0007741451263427734,31.0,0.02100372314453125
0.1029970645904541,0.0007550716400146484,17.1,0.021015167236328125
0.10171699523925781,0.00080108642578125,12.5,0.02101898193359375
0.10720014572143555,0.0010509490966796875,17.1,0.02101898193359375
0.1067190170288086,0.0009801387786865234,14.3,0.021022796630859375
0.10391902923583984,0.0008151531219482422,12.2,0.021022796630859375
