GET 0.00040078163146972656 0.10612201690673828 0.0007340908050537109 4.8
GET 0.0005459785461425781 0.10625982284545898 0.0008919239044189453 14.0
GET 0.00041413307189941406 0.10456514358520508 0.0007832050323486328 53.7
GET 0.0003960132598876953 0.10188078880310059 0.000743865966796875 92.5
GET 0.0005168914794921875 0.10387611389160156 0.0017521381378173828 76.9
GET 0.0005278587341308594 0.10631108283996582 0.0011401176452636719 21.4
GET 0.0005908012390136719 0.10350918769836426 0.0008258819580078125 2.5
GET 0.0005609989166259766 0.10522699356079102 0.0007681846618652344 0.0
GET 0.0004990100860595703 0.10464715957641602 0.0007789134979248047 0.0
GET 0.0004420280456542969 0.10388684272766113 0.0008108615875244141 22.0
POST 0.0006091594696044922 0.1063840389251709 0.0019559860229492188 37.2
POST 0.0006110668182373047 0.10444903373718262 0.0024068355560302734 9.8
POST 0.0005819797515869141 0.11411309242248535 0.010706901550292969 9.8
POST 0.0006191730499267578 0.11451101303100586 0.010627985000610352 2.4
POST 0.000659942626953125 0.11472105979919434 0.010417938232421875 19.0
POST 0.00067901611328125 0.115509033203125 0.012248039245605469 20.5
POST 0.0006802082061767578 0.11318087577819824 0.009543895721435547 15.6
POST 0.0005249977111816406 0.11141014099121094 0.010357141494750977 10.0
POST 0.0005071163177490234 0.1150350570678711 0.011516094207763672 11.9
POST 0.00045609474182128906 0.10374307632446289 0.0022640228271484375 56.1
GET 0.0004591941833496094 0.10316586494445801 0.0007441043853759766 7.1
GET 0.0007619857788085938 0.10260891914367676 0.0011539459228515625 27.5
GET 0.0005159378051757812 0.10111284255981445 0.0007328987121582031 9.5
GET 0.00047516822814941406 0.10329008102416992 0.0007901191711425781 7.3
GET 0.0005769729614257812 0.10611295700073242 0.0007569789886474609 4.5
GET 0.00045680999755859375 0.10335898399353027 0.0007638931274414062 14.6
GET 0.001100778579711914 0.1022040843963623 0.0007550716400146484 28.6
GET 0.00036215782165527344 0.10361099243164062 0.0008060932159423828 37.5
GET 0.0005819797515869141 0.10149192810058594 0.0007479190826416016 4.9
GET 0.0004169940948486328 0.10167503356933594 0.0008800029754638672 57.9
POST 0.0005791187286376953 0.1077570915222168 0.0024001598358154297 4.7
POST 0.000926971435546875 0.11339998245239258 0.009647846221923828 30.2
POST 0.0006170272827148438 0.11228489875793457 0.009545087814331055 17.5
POST 0.0005519390106201172 0.1096949577331543 0.009221076965332031 9.5
POST 0.0005900859832763672 0.11495399475097656 0.010431051254272461 2.6
POST 0.0006530284881591797 0.1112070083618164 0.010228872299194336 7.7
POST 0.0005731582641601562 0.10726594924926758 0.002613067626953125 38.1
POST 0.0005788803100585938 0.11432695388793945 0.010668039321899414 15.4
POST 0.0005049705505371094 0.11191082000732422 0.01014089584350586 29.3
POST 0.0005331039428710938 0.11466002464294434 0.01046299934387207 2.5
